delta_z_l2_mean,relative_delta_norm_mean,pairwise_delta_cosine_mean,linear_probe_accuracy,CD_trigger_to_clean_mean,CD_clean_to_fixed_target_mean,CD_trigger_to_fixed_target_mean,fixed_target_gain_mean,finite_ratio_trigger_gen,earphone_gain_mean,trigger
1.2253341674804688,0.37674766778945923,0.7607250213623047,0.8441558480262756,0.0050728702917695045,0.31238633394241333,0.33282679319381714,-0.020440418273210526,1.0,0.020203322172164917,torus
1.4352144002914429,0.4413469135761261,0.7649499773979187,0.8701298832893372,0.006619064603000879,0.31238633394241333,0.3358882665634155,-0.02350192703306675,1.0,0.022305771708488464,large_torus
1.1119977235794067,0.3419027328491211,0.7570697069168091,0.8311688303947449,0.004345589317381382,0.31238633394241333,0.3309384882450104,-0.01855214685201645,1.0,0.018952438607811928,ring
1.5168178081512451,0.4664149284362793,0.7807319760322571,0.8701298832893372,0.007776845246553421,0.31238633394241333,0.33834776282310486,-0.025961410254240036,1.0,0.023205846548080444,fixed_global_cluster
1.5168178081512451,0.4664149284362793,0.7807319760322571,0.8701298832893372,0.007776845246553421,0.31238633394241333,0.33834776282310486,-0.025961410254240036,1.0,0.023205846548080444,random_cluster
