sample_id,trigger,delta_z_l2,relative_delta_norm,CD_trigger_to_clean,CD_clean_to_fixed_target,CD_trigger_to_fixed_target,fixed_target_gain,CD_clean_to_earphone,CD_trigger_to_earphone,earphone_gain,finite_trigger,visualization_path
106,ring,0.40116581320762634,0.11881061643362045,0.0018519319128245115,0.32998162508010864,0.3299075663089752,7.405877113342285e-05,0.2731936573982239,0.2737119197845459,-0.0005182623863220215,True,
107,ring,1.0819921493530273,0.3265645503997803,0.0031461301259696484,0.30933046340942383,0.33976566791534424,-0.03043520450592041,0.30959439277648926,0.2773420214653015,0.032252371311187744,True,
108,ring,1.4727685451507568,0.3889397978782654,0.005949568003416061,0.3209628760814667,0.3370909094810486,-0.01612803339958191,0.31046926975250244,0.2895103693008423,0.020958900451660156,True,
109,ring,0.752213180065155,0.24024322628974915,0.002257455140352249,0.31975311040878296,0.34079885482788086,-0.0210457444190979,0.325073778629303,0.3028334677219391,0.02224031090736389,True,
110,ring,1.0976499319076538,0.29527151584625244,0.0016804763581603765,0.37312018871307373,0.3785785436630249,-0.005458354949951172,0.2732822299003601,0.26640987396240234,0.006872355937957764,True,
111,ring,0.7005743980407715,0.27091139554977417,0.0023508400190621614,0.2781212329864502,0.3013048768043518,-0.02318364381790161,0.3012479543685913,0.2873912453651428,0.013856709003448486,True,
112,ring,1.1067897081375122,0.3686443865299225,0.0028896399307996035,0.3246370553970337,0.3377598524093628,-0.013122797012329102,0.29650968313217163,0.27936622500419617,0.017143458127975464,True,
113,ring,1.1672292947769165,0.433182954788208,0.0031482467893511057,0.3049851655960083,0.33188268542289734,-0.026897519826889038,0.32284364104270935,0.2914113402366638,0.03143230080604553,True,
114,ring,1.8189729452133179,0.7064111232757568,0.006489239167422056,0.31030982732772827,0.3245144188404083,-0.014204591512680054,0.2551000118255615,0.2639204263687134,-0.008820414543151855,True,
115,ring,1.1203348636627197,0.40696197748184204,0.004221261478960514,0.28378093242645264,0.3223316967487335,-0.038550764322280884,0.3060585856437683,0.2733159363269806,0.03274264931678772,True,
116,ring,1.2385385036468506,0.4291958510875702,0.006776430644094944,0.3210294544696808,0.37604206800460815,-0.05501261353492737,0.31666508316993713,0.2686258554458618,0.04803922772407532,True,
117,ring,2.060654401779175,0.4963732063770294,0.006405111402273178,0.33366554975509644,0.3445196747779846,-0.010854125022888184,0.28330346941947937,0.2729533612728119,0.01035010814666748,True,
118,ring,1.6127128601074219,1.008689045906067,0.010488564148545265,0.28340017795562744,0.3065847158432007,-0.023184537887573242,0.3844062089920044,0.3584687411785126,0.02593746781349182,True,
119,ring,0.78307044506073,0.2151058316230774,0.004296835511922836,0.29160797595977783,0.33373498916625977,-0.042127013206481934,0.30188149213790894,0.25184017419815063,0.0500413179397583,True,
120,ring,1.6026360988616943,0.46239718794822693,0.0047454386949539185,0.3207492530345917,0.32761549949645996,-0.006866246461868286,0.3031651973724365,0.2905214726924896,0.0126437246799469,True,
121,ring,1.4966548681259155,0.34047433733940125,0.003955496940761805,0.30457448959350586,0.30907362699508667,-0.0044991374015808105,0.3068182170391083,0.2997249364852905,0.007093280553817749,True,
122,ring,0.7178179025650024,0.2885051369667053,0.003241904079914093,0.29066532850265503,0.3055056631565094,-0.01484033465385437,0.3189671039581299,0.30086570978164673,0.018101394176483154,True,
123,ring,0.6876945495605469,0.24612051248550415,0.003700987435877323,0.3186913728713989,0.33272987604141235,-0.014038503170013428,0.28795281052589417,0.2845610976219177,0.0033917129039764404,True,
124,ring,2.0409998893737793,0.5480650067329407,0.006660966668277979,0.3357465863227844,0.3485793471336365,-0.01283276081085205,0.3083665370941162,0.2782173752784729,0.03014916181564331,True,
125,ring,1.8960001468658447,0.4998385012149811,0.0058434950187802315,0.3428667187690735,0.35324835777282715,-0.010381639003753662,0.2855682969093323,0.27031052112579346,0.015257775783538818,True,
126,ring,0.8904078602790833,0.25020477175712585,0.004126899875700474,0.26130884885787964,0.29962587356567383,-0.03831702470779419,0.3572535514831543,0.33468055725097656,0.022572994232177734,True,
127,ring,2.145042896270752,0.516139030456543,0.0079621821641922,0.31306448578834534,0.3313879668712616,-0.01832348108291626,0.3063214421272278,0.28689897060394287,0.019422471523284912,True,
0,fixed_global_cluster,2.9203200340270996,0.9238309264183044,0.023708956316113472,0.3246947228908539,0.36621588468551636,-0.041521161794662476,0.30880630016326904,0.33514872193336487,-0.026342421770095825,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_000.png
1,fixed_global_cluster,1.4038118124008179,0.41330257058143616,0.0063904328271746635,0.25954970717430115,0.29702332615852356,-0.03747361898422241,0.34455978870391846,0.30952584743499756,0.0350339412689209,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_001.png
2,fixed_global_cluster,1.9908959865570068,0.6129752397537231,0.011169640347361565,0.3261675536632538,0.36443838477134705,-0.03827083110809326,0.28707510232925415,0.2588864266872406,0.02818867564201355,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_002.png
3,fixed_global_cluster,2.008091449737549,0.6191880106925964,0.006440961733460426,0.32381731271743774,0.34834736585617065,-0.02453005313873291,0.301729679107666,0.26876896619796753,0.032960712909698486,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_003.png
4,fixed_global_cluster,1.3406171798706055,0.3365536034107208,0.009604168124496937,0.2617689371109009,0.33022284507751465,-0.06845390796661377,0.3395650088787079,0.27365297079086304,0.06591203808784485,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_004.png
5,fixed_global_cluster,1.3098092079162598,0.33849024772644043,0.004606389440596104,0.30432790517807007,0.33175286650657654,-0.02742496132850647,0.3143966794013977,0.28692302107810974,0.027473658323287964,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_005.png
6,fixed_global_cluster,1.9370168447494507,0.5661975145339966,0.008680076338350773,0.33973854780197144,0.35791951417922974,-0.0181809663772583,0.2984829545021057,0.2784532308578491,0.020029723644256592,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_006.png
7,fixed_global_cluster,0.11162119358778,0.029928011819720268,0.00011731113772839308,0.2908145785331726,0.2924901247024536,-0.0016755461692810059,0.41481339931488037,0.41373205184936523,0.0010813474655151367,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_007.png
8,fixed_global_cluster,1.0881379842758179,0.32901033759117126,0.006337053142488003,0.27867889404296875,0.27234572172164917,0.00633317232131958,0.3344699740409851,0.3193841576576233,0.015085816383361816,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_008.png
9,fixed_global_cluster,2.189943790435791,0.8864759206771851,0.01091194711625576,0.3115358352661133,0.3520440459251404,-0.0405082106590271,0.3111124038696289,0.34059399366378784,-0.029481589794158936,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_009.png
10,fixed_global_cluster,1.3587373495101929,0.39582306146621704,0.006043865345418453,0.33565571904182434,0.3674715757369995,-0.03181585669517517,0.27957528829574585,0.2498556226491928,0.02971966564655304,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_010.png
11,fixed_global_cluster,1.8443418741226196,0.6548046469688416,0.008820274844765663,0.32691940665245056,0.3576459288597107,-0.030726522207260132,0.29496026039123535,0.2649644613265991,0.02999579906463623,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_011.png
12,fixed_global_cluster,0.9542931318283081,0.30614200234413147,0.0037707602605223656,0.32793283462524414,0.35529014468193054,-0.0273573100566864,0.3130747675895691,0.2902883291244507,0.022786438465118408,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_012.png
13,fixed_global_cluster,0.1937791258096695,0.04801348224282265,0.0008945575100369751,0.28890538215637207,0.29392507672309875,-0.005019694566726685,0.331987589597702,0.3270503282546997,0.004937261343002319,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_013.png
14,fixed_global_cluster,2.3122408390045166,0.6466295123100281,0.015173130668699741,0.32896900177001953,0.3518275022506714,-0.022858500480651855,0.2973579168319702,0.28212833404541016,0.015229582786560059,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_014.png
15,fixed_global_cluster,1.4976645708084106,0.39757511019706726,0.0071296412497758865,0.2279481738805771,0.2747858166694641,-0.046837642788887024,0.3432792127132416,0.2900753617286682,0.053203850984573364,True,results_stage2_trigger_sensitivity/visualizations/trigger_fixed_global_cluster_sample_015.png
16,fixed_global_cluster,2.0563089847564697,0.6661481857299805,0.009653277695178986,0.32813358306884766,0.3467257618904114,-0.01859217882156372,0.2822186052799225,0.270206093788147,0.012012511491775513,True,
17,fixed_global_cluster,1.8678193092346191,0.6030011773109436,0.0155347790569067,0.2949889302253723,0.3521755337715149,-0.05718660354614258,0.3310064673423767,0.2707734704017639,0.06023299694061279,True,
18,fixed_global_cluster,0.6423277258872986,0.23026669025421143,0.0029042104724794626,0.27817463874816895,0.3124152719974518,-0.03424063324928284,0.35376930236816406,0.31047728657722473,0.04329201579093933,True,
19,fixed_global_cluster,1.2261412143707275,0.36018696427345276,0.005141217261552811,0.3419610857963562,0.37761053442955017,-0.03564944863319397,0.28427788615226746,0.24330481886863708,0.04097306728363037,True,
20,fixed_global_cluster,1.7360236644744873,0.46706101298332214,0.005111783742904663,0.33323153853416443,0.3551148772239685,-0.021883338689804077,0.28727638721466064,0.2661658227443695,0.021110564470291138,True,
21,fixed_global_cluster,1.5811282396316528,0.616318941116333,0.005365665070712566,0.2975890338420868,0.32824888825416565,-0.030659854412078857,0.287620484828949,0.2665058374404907,0.021114647388458252,True,
22,fixed_global_cluster,1.812801718711853,0.5535321235656738,0.006548806559294462,0.33982402086257935,0.3576902151107788,-0.017866194248199463,0.2993071973323822,0.276399165391922,0.022908031940460205,True,
23,fixed_global_cluster,1.3974533081054688,0.34776371717453003,0.005553206894546747,0.2895057201385498,0.30345579981803894,-0.013950079679489136,0.3075336217880249,0.29059866070747375,0.016934961080551147,True,
24,fixed_global_cluster,1.235525369644165,0.47717928886413574,0.00424380786716938,0.28883591294288635,0.29982608556747437,-0.010990172624588013,0.3414157032966614,0.29775160551071167,0.04366409778594971,True,
25,fixed_global_cluster,1.5309057235717773,0.40932974219322205,0.002941471291705966,0.3562365770339966,0.3446648120880127,0.011571764945983887,0.28639668226242065,0.282339483499527,0.004057198762893677,True,
26,fixed_global_cluster,0.5728038549423218,0.17178769409656525,0.00335011538118124,0.2937965989112854,0.30478864908218384,-0.010992050170898438,0.31270653009414673,0.3060787320137024,0.006627798080444336,True,
27,fixed_global_cluster,0.5968700051307678,0.16107705235481262,0.0023724508937448263,0.3481261730194092,0.36696046590805054,-0.018834292888641357,0.2703755795955658,0.24120748043060303,0.02916809916496277,True,
28,fixed_global_cluster,2.269705057144165,0.5519524216651917,0.012173755094408989,0.32397642731666565,0.33832454681396484,-0.014348119497299194,0.2911328077316284,0.27924782037734985,0.011884987354278564,True,
29,fixed_global_cluster,0.2206229418516159,0.040497686713933945,0.0017013531178236008,0.359724760055542,0.3609393239021301,-0.0012145638465881348,0.4002097249031067,0.38872650265693665,0.011483222246170044,True,
30,fixed_global_cluster,1.064245581626892,0.314629465341568,0.006220817565917969,0.32436397671699524,0.3726281523704529,-0.04826417565345764,0.3092387318611145,0.26717275381088257,0.042065978050231934,True,
31,fixed_global_cluster,1.9612003564834595,0.7228643894195557,0.00669049471616745,0.30460450053215027,0.32680466771125793,-0.022200167179107666,0.30580437183380127,0.29479342699050903,0.011010944843292236,True,
